chrom,start,end,Nanog_binding_status,replication_timing_pre_MBT
chr5,36200000,36300000,non binding,-0.22318600000000002
chr5,36300000,36400000,dome new,0.757694
chr5,36400000,36500000,1k-cell new,1.5482200000000002
chr5,36500000,36600000,256-cell,1.7029299999999998
chr5,36600000,36700000,256-cell,1.57205
chr5,36700000,36800000,256-cell,1.2910700000000002
chr5,36800000,36900000,1k-cell new,1.29942
chr5,36900000,37000000,256-cell,1.45187
chr5,37000000,37100000,non binding,1.0217
chr5,37100000,37200000,1k-cell new,0.48329399999999995
chr5,37200000,37300000,non binding,0.347582
chr5,37300000,37400000,256-cell,0.558874
chr5,37400000,37500000,non binding,0.782479
chr5,37500000,37600000,256-cell,1.05713
chr5,37600000,37700000,1k-cell new,1.17699
chr5,37700000,37800000,dome new,1.19212
chr5,37800000,37900000,256-cell,1.33512
chr5,37900000,38000000,non binding,1.3039399999999999
chr5,38000000,38100000,1k-cell new,0.9713129999999999
chr5,38100000,38200000,256-cell,0.6309859999999999
chr5,38200000,38300000,dome new,0.468475
chr5,38300000,38400000,256-cell,0.536041
chr5,38400000,38500000,non binding,1.0608
chr5,38500000,38600000,non binding,1.58873
chr5,38600000,38700000,dome new,1.88478
chr5,38700000,38800000,1k-cell new,1.7708
chr5,38800000,38900000,1k-cell new,1.47031
chr5,38900000,39000000,non binding,1.14068
chr5,39000000,39100000,dome new,0.960683
chr5,39100000,39200000,1k-cell new,0.7880699999999999
chr5,39200000,39300000,dome new,0.499079
chr5,39300000,39400000,256-cell,0.310132
chr5,39400000,39500000,dome new,0.399462
chr5,39500000,39600000,non binding,0.47501899999999997
chr5,39600000,39700000,non binding,0.510687
chr5,39700000,39800000,1k-cell new,0.544034
chr5,39800000,39900000,non binding,0.46791800000000006
chr5,39900000,40000000,non binding,0.38741
chr5,40000000,40100000,non binding,0.528889
chr5,40100000,40200000,dome new,0.586368
chr5,40200000,40300000,dome new,0.162576
chr5,40300000,40400000,dome new,-0.32388
chr5,40400000,40500000,1k-cell new,-0.0372743
chr5,40500000,40600000,non binding,0.5796399999999999
chr5,40600000,40700000,1k-cell new,1.09005
chr5,40700000,40800000,1k-cell new,1.52599
chr5,40800000,40900000,dome new,1.45327
chr5,40900000,41000000,non binding,0.90535
chr5,41000000,41100000,256-cell,0.839008
chr5,41100000,41200000,dome new,0.839995
chr5,41200000,41300000,dome new,0.702667
chr5,41300000,41400000,256-cell,0.712264
chr5,41400000,41500000,dome new,0.7971550000000001
chr5,41500000,41600000,256-cell,0.854045
chr5,41600000,41700000,non binding,0.792277
chr5,41700000,41800000,1k-cell new,0.601383
chr5,41800000,41900000,dome new,0.369174
chr5,41900000,42000000,dome new,0.38300700000000004
chr5,42000000,42100000,dome new,0.664816
chr5,42100000,42200000,non binding,0.9082469999999999
chr5,42200000,42300000,1k-cell new,1.2936299999999998
chr5,42300000,42400000,non binding,2.0322299999999998
chr5,42400000,42500000,non binding,2.94082
chr5,42500000,42600000,1k-cell new,3.4833199999999995
chr5,42600000,42700000,dome new,3.1092400000000002
chr5,42700000,42800000,non binding,2.64099
chr5,42800000,42900000,dome new,2.59743
chr5,42900000,43000000,dome new,2.481
chr5,43000000,43100000,non binding,2.52878
chr5,43100000,43200000,dome new,2.81872
chr5,43200000,43300000,1k-cell new,2.95663
chr5,43300000,43400000,dome new,2.72487
chr5,43400000,43500000,256-cell,2.24816
chr5,43500000,43600000,dome new,1.85943
chr5,43600000,43700000,1k-cell new,1.87428
chr5,43700000,43800000,dome new,2.1775700000000002
chr5,43800000,43900000,dome new,1.9587
chr5,43900000,44000000,dome new,1.12953
chr5,44000000,44100000,dome new,0.57901
chr5,44100000,44200000,1k-cell new,0.706443
chr5,44200000,44300000,dome new,1.15962
chr5,44300000,44400000,1k-cell new,1.21177
chr5,44400000,44500000,1k-cell new,0.88121
chr5,44500000,44600000,256-cell,0.5811430000000001
chr5,44600000,44700000,1k-cell new,0.586922
chr5,44700000,44800000,256-cell,0.761957
chr5,44800000,44900000,dome new,0.893799
chr5,44900000,45000000,256-cell,0.6535979999999999
chr5,45000000,45100000,1k-cell new,0.29718
chr5,45100000,45200000,dome new,0.205037
chr5,45200000,45300000,1k-cell new,0.30588699999999996
chr5,45300000,45400000,dome new,0.448485
chr5,45400000,45500000,1k-cell new,0.7482800000000001
chr5,45500000,45600000,1k-cell new,0.985308
chr5,45600000,45700000,non binding,0.9728979999999999
chr5,45700000,45800000,1k-cell new,0.9894729999999999
chr5,45800000,45900000,256-cell,0.955767
chr5,45900000,46000000,dome new,0.61598
chr5,46000000,46100000,non binding,0.0381091
chr5,46100000,46200000,1k-cell new,-0.09077080000000001
chr5,46200000,46300000,non binding,0.508517
chr5,46300000,46400000,dome new,0.984102
chr5,46400000,46500000,1k-cell new,0.9222540000000001
chr5,46500000,46600000,1k-cell new,0.655278
chr5,46600000,46700000,256-cell,0.375639
chr5,46700000,46800000,non binding,0.104183
chr5,46800000,46900000,256-cell,-0.200511
chr5,46900000,47000000,non binding,-0.4399
chr5,47000000,47100000,dome new,-0.75979
chr5,47100000,47200000,non binding,-0.906766
chr5,47200000,47300000,dome new,-0.834968
chr5,47300000,47400000,non binding,-0.621566
chr5,47400000,47500000,non binding,-0.713383
chr5,47500000,47600000,non binding,-0.979817
chr5,47600000,47700000,non binding,-0.9608270000000001
chr5,47700000,47800000,non binding,-0.522462
chr5,47800000,47900000,dome new,0.20818899999999999
chr5,47900000,48000000,dome new,0.45968400000000004
chr5,48000000,48100000,dome new,0.22035700000000003
chr5,48100000,48200000,1k-cell new,-0.13755699999999998
chr5,48200000,48300000,dome new,-0.416908
chr5,48300000,48400000,dome new,-0.836482
chr5,48400000,48500000,dome new,-0.955341
chr5,48500000,48600000,non binding,-0.575767
chr5,48600000,48700000,1k-cell new,-0.19758599999999998
chr5,48700000,48800000,non binding,-0.279951
chr5,48800000,48900000,non binding,-0.34891300000000003
chr5,48900000,49000000,256-cell,-0.37154699999999996
chr5,49000000,49100000,256-cell,-0.5711579999999999
chr5,49100000,49200000,non binding,-0.898208
chr5,49200000,49300000,1k-cell new,-1.13801
chr5,49300000,49400000,non binding,-1.20076
chr5,49400000,49500000,non binding,-1.3194700000000001
chr5,49500000,49600000,256-cell,-1.3154299999999999
chr5,49600000,49700000,dome new,-0.8855850000000001
chr5,49700000,49800000,1k-cell new,-0.5748989999999999
chr5,49800000,49900000,non binding,-1.0003
chr5,49900000,50000000,non binding,-1.53009
chr5,50000000,50100000,non binding,-1.65516
chr5,50100000,50200000,non binding,-1.51181
chr5,50200000,50300000,non binding,-1.45822
chr5,50300000,50400000,dome new,-1.34707
chr5,50400000,50500000,non binding,-1.19513
chr5,50500000,50600000,non binding,-1.07069
chr5,50600000,50700000,non binding,-0.824714
chr5,50700000,50800000,non binding,-0.23684499999999997
chr5,50800000,50900000,dome new,0.46038599999999996
chr5,50900000,51000000,256-cell,0.84045
chr5,51000000,51100000,dome new,0.730811
chr5,51100000,51200000,1k-cell new,0.347067
chr5,51200000,51300000,dome new,-0.06753939999999999
chr5,51300000,51400000,1k-cell new,-0.226228
chr5,51400000,51500000,non binding,0.10571199999999999
chr5,51500000,51600000,dome new,0.6807340000000001
chr5,51600000,51700000,256-cell,1.06516
chr5,51700000,51800000,1k-cell new,1.02919
chr5,51800000,51900000,256-cell,0.9122540000000001
chr5,51900000,52000000,256-cell,0.769053
chr5,52000000,52100000,non binding,0.42761099999999996
chr5,52100000,52200000,256-cell,-0.147619
chr5,52200000,52300000,1k-cell new,-0.770187
chr5,52300000,52400000,1k-cell new,-1.05197
chr5,52400000,52500000,1k-cell new,-0.812438
chr5,52500000,52600000,non binding,-0.500215
chr5,52600000,52700000,dome new,-0.258021
chr5,52700000,52800000,non binding,0.0209081
chr5,52800000,52900000,256-cell,0.414654
chr5,52900000,53000000,dome new,0.282625
chr5,53000000,53100000,non binding,-0.301205
chr5,53100000,53200000,dome new,-0.395812
chr5,53200000,53300000,1k-cell new,0.313258
chr5,53300000,53400000,non binding,1.0848
chr5,53400000,53500000,non binding,0.917494
chr5,53500000,53600000,non binding,0.11668900000000001
chr5,53600000,53700000,non binding,-0.43816000000000005
chr5,53700000,53800000,non binding,-0.852167
chr5,53800000,53900000,non binding,-1.39193
chr5,53900000,54000000,non binding,-1.76905
chr5,54000000,54100000,non binding,-1.87027
chr5,54100000,54200000,non binding,-1.57165
chr5,54200000,54300000,non binding,-0.8465870000000001
chr5,54300000,54400000,1k-cell new,0.229383
chr5,54400000,54500000,dome new,1.04265
chr5,54500000,54600000,1k-cell new,1.2394100000000001
chr5,54600000,54700000,1k-cell new,1.00857
chr5,54700000,54800000,1k-cell new,0.223973
chr5,54800000,54900000,dome new,-0.373582
chr5,54900000,55000000,dome new,-0.459714
chr5,55000000,55100000,1k-cell new,-0.5179600000000001
chr5,55100000,55200000,1k-cell new,-0.781983
chr5,55200000,55300000,non binding,-1.11978
chr5,55300000,55400000,non binding,-1.4736200000000002
chr5,55400000,55500000,non binding,-1.34988
chr5,55500000,55600000,non binding,-0.448808
chr5,55600000,55700000,256-cell,0.22677199999999997
chr5,55700000,55800000,dome new,0.2449
chr5,55800000,55900000,non binding,0.185373
chr5,55900000,56000000,non binding,0.470855
chr5,56000000,56100000,non binding,0.601548
chr5,56100000,56200000,dome new,0.618059
chr5,56200000,56300000,dome new,0.5739380000000001
chr5,56300000,56400000,dome new,0.35615399999999997
chr5,56400000,56500000,dome new,0.215327
chr5,56500000,56600000,dome new,-0.00378239
chr5,56600000,56700000,dome new,-0.47347700000000004
chr5,56700000,56800000,256-cell,-0.545658
chr5,56800000,56900000,dome new,-0.364176
chr5,56900000,57000000,dome new,0.104218
chr5,57000000,57100000,non binding,0.8517819999999999
chr5,57100000,57200000,non binding,1.4972299999999998
chr5,57200000,57300000,dome new,1.7630700000000001
chr5,57300000,57400000,non binding,1.8609099999999998
chr5,57400000,57500000,non binding,1.70628
chr5,57500000,57600000,dome new,1.48224
chr5,57600000,57700000,dome new,1.5085600000000001
chr5,57700000,57800000,dome new,1.34504
chr5,57800000,57900000,dome new,0.8473809999999999
chr5,57900000,58000000,dome new,0.42020799999999997
chr5,58000000,58100000,256-cell,0.00282233
chr5,58100000,58200000,dome new,-0.306677
chr5,58200000,58300000,dome new,-0.418067
chr5,58300000,58400000,1k-cell new,-0.043673000000000003
chr5,58400000,58500000,dome new,0.28844699999999995
chr5,58500000,58600000,256-cell,-0.27820100000000003
chr5,58600000,58700000,non binding,-1.16571
chr5,58700000,58800000,dome new,-0.9630290000000001
chr5,58800000,58900000,256-cell,-0.23485799999999998
chr5,58900000,59000000,1k-cell new,0.449025
chr5,59000000,59100000,non binding,0.735748
chr5,59100000,59200000,256-cell,0.374131
chr5,59200000,59300000,dome new,-0.184108
chr5,59300000,59400000,1k-cell new,-0.42224799999999996
chr5,59400000,59500000,dome new,-0.329317
chr5,59500000,59600000,1k-cell new,-0.09328739999999999
chr5,59600000,59700000,256-cell,-0.0130327
chr5,59700000,59800000,dome new,0.312972
chr5,59800000,59900000,1k-cell new,0.583088
chr5,59900000,60000000,256-cell,0.41586999999999996
chr5,60000000,60100000,non binding,-0.152802
chr5,60100000,60200000,non binding,-0.470292
chr5,60200000,60300000,non binding,-0.373227
chr5,60300000,60400000,dome new,-0.09086160000000001
chr5,60400000,60500000,256-cell,-0.0481022
chr5,60500000,60600000,dome new,-0.0226048
chr5,60600000,60700000,dome new,0.210479
chr5,60700000,60800000,non binding,0.733452
chr5,60800000,60900000,dome new,0.9627540000000001
chr5,60900000,61000000,non binding,0.495091
chr5,61000000,61100000,non binding,-0.19103399999999998
chr5,61100000,61200000,1k-cell new,-0.647994
chr5,61200000,61300000,dome new,-0.43026899999999996
chr5,61300000,61400000,1k-cell new,0.807396
chr5,61400000,61500000,256-cell,2.16729
chr5,61500000,61600000,256-cell,2.74739
chr5,61600000,61700000,256-cell,2.3483400000000003
chr5,61700000,61800000,non binding,1.68662
chr5,61800000,61900000,non binding,1.62642
chr5,61900000,62000000,256-cell,1.37973
chr5,62000000,62100000,non binding,0.5517850000000001
chr5,62100000,62200000,1k-cell new,-0.376946
chr5,62200000,62300000,256-cell,-0.55609
chr5,62300000,62400000,dome new,-0.15403599999999998
chr5,62400000,62500000,dome new,-0.053726699999999995
chr5,62500000,62600000,non binding,-0.10326800000000001
chr5,62600000,62700000,1k-cell new,-0.173381
chr5,62700000,62800000,non binding,-0.0252232
chr5,62800000,62900000,256-cell,0.0953529
chr5,62900000,63000000,dome new,0.120475
chr5,63000000,63100000,1k-cell new,0.19853800000000002
chr5,63100000,63200000,1k-cell new,0.0518585
chr5,63200000,63300000,dome new,-0.07693989999999999
chr5,63300000,63400000,dome new,0.20983400000000002
chr5,63400000,63500000,non binding,0.485385
chr5,63500000,63600000,256-cell,0.457899
chr5,63600000,63700000,256-cell,0.366612
chr5,63700000,63800000,dome new,-0.00164065
chr5,63800000,63900000,1k-cell new,-0.566386
chr5,63900000,64000000,non binding,-1.0095
chr5,64000000,64100000,non binding,-1.01349
chr5,64100000,64200000,dome new,-0.60923
chr5,64200000,64300000,non binding,-0.389971
chr5,64300000,64400000,non binding,-0.244889
chr5,64400000,64500000,non binding,-0.14753
chr5,64500000,64600000,non binding,-0.495166
chr5,64600000,64700000,non binding,-0.635491
chr5,64700000,64800000,non binding,-0.376447
chr5,64800000,64900000,non binding,-0.0216047
chr5,64900000,65000000,dome new,0.0976097
chr5,65000000,65100000,non binding,0.18219000000000002
chr5,65100000,65200000,dome new,0.242742
chr5,65200000,65300000,non binding,-0.015216399999999998
chr5,65300000,65400000,1k-cell new,-0.36620199999999997
chr5,65400000,65500000,non binding,-0.823484
chr5,65500000,65600000,dome new,-1.27105
chr5,65600000,65700000,dome new,-1.1290799999999999
chr5,65700000,65800000,non binding,-0.661871
chr5,65800000,65900000,non binding,-0.366942
chr5,65900000,66000000,256-cell,-0.14222100000000001
chr5,66000000,66100000,dome new,0.30204899999999996
chr5,66100000,66200000,1k-cell new,0.91528
chr5,66200000,66300000,dome new,1.37186
chr5,66300000,66400000,non binding,1.23212
chr5,66400000,66500000,256-cell,0.490954
chr5,66500000,66600000,non binding,-0.18595799999999998
chr5,66600000,66700000,1k-cell new,-0.05305
chr5,66700000,66800000,dome new,0.39316100000000004
chr5,66800000,66900000,non binding,0.155193
chr5,66900000,67000000,non binding,-0.325862
chr5,67000000,67100000,non binding,-0.087949
chr5,67100000,67200000,non binding,0.602931
chr5,67200000,67300000,non binding,0.8237770000000001
chr5,67300000,67400000,1k-cell new,0.422915
chr5,67400000,67500000,dome new,-0.032407
chr5,67500000,67600000,non binding,-0.21846300000000002
chr5,67600000,67700000,non binding,-0.0984135
chr5,67700000,67800000,non binding,0.194471
chr5,67800000,67900000,256-cell,0.70522
chr5,67900000,68000000,1k-cell new,0.81193
chr5,68000000,68100000,dome new,0.327613
chr5,68100000,68200000,non binding,-0.416617
chr5,68200000,68300000,non binding,-0.927774
chr5,68300000,68400000,dome new,-1.0475700000000001
chr5,68400000,68500000,dome new,-1.0087899999999999
chr5,68500000,68600000,dome new,-0.86505
chr5,68600000,68700000,256-cell,-0.326209
chr5,68700000,68800000,1k-cell new,0.3652
chr5,68800000,68900000,1k-cell new,0.49451000000000006
chr5,68900000,69000000,non binding,-0.024253
chr5,69000000,69100000,non binding,-0.5018199999999999
chr5,69100000,69200000,non binding,-0.698044
chr5,69200000,69300000,non binding,-0.9082549999999999
chr5,69300000,69400000,non binding,-0.698076
chr5,69400000,69500000,dome new,0.00155902
chr5,69500000,69600000,1k-cell new,0.7927850000000001
chr5,69600000,69700000,non binding,1.33733
chr5,69700000,69800000,non binding,1.41745
chr5,69800000,69900000,1k-cell new,0.7999029999999999
chr5,69900000,70000000,1k-cell new,-0.13956500000000002
chr5,70000000,70100000,1k-cell new,-1.05635
chr5,70100000,70200000,dome new,-1.47282
chr5,70200000,70300000,non binding,-1.81177
chr5,70300000,70400000,non binding,-2.3588299999999998
chr5,70400000,70500000,non binding,-2.25742
chr5,70500000,70600000,256-cell,-1.76023
chr5,70600000,70700000,non binding,-1.5580200000000002
chr5,70700000,70800000,non binding,-1.5351
chr5,70800000,70900000,non binding,-1.4900200000000001
chr5,70900000,71000000,non binding,-1.51922
chr5,71000000,71100000,non binding,-1.65715
chr5,71100000,71200000,non binding,-1.6443
chr5,71200000,71300000,dome new,-1.44265
chr5,71300000,71400000,non binding,-1.34582
chr5,71400000,71500000,256-cell,-1.39414
chr5,71500000,71600000,non binding,-1.3320299999999998
chr5,71600000,71700000,non binding,-1.22508
chr5,71700000,71800000,1k-cell new,-1.25
chr5,71800000,71900000,dome new,-1.46322
chr5,71900000,72000000,1k-cell new,-1.6489200000000002
chr5,72000000,72100000,dome new,-1.61475
chr5,72100000,72200000,non binding,-1.4344
chr5,72200000,72300000,256-cell,-1.4300700000000002
chr5,72300000,72400000,dome new,-2.0241700000000002
chr5,72400000,72500000,dome new,-3.3424099999999997
chr5,72500000,72500376,non binding,0.0
chr6,0,100000,dome new,-3.04623
chr6,100000,200000,dome new,-2.6589099999999997
chr6,200000,300000,1k-cell new,-1.8375400000000002
chr6,300000,400000,dome new,-1.46969
chr6,400000,500000,256-cell,-1.8264200000000002
chr6,500000,600000,1k-cell new,-2.1945099999999997
chr6,600000,700000,non binding,-1.9103599999999998
chr6,700000,800000,non binding,-1.61186
chr6,800000,900000,dome new,-1.68947
chr6,900000,1000000,dome new,-1.7458799999999999
chr6,1000000,1100000,non binding,-1.73315
chr6,1100000,1200000,non binding,-1.81932
chr6,1200000,1300000,non binding,-1.89793
chr6,1300000,1400000,1k-cell new,0.0
